,topic_name,stationary_prob
366,human soap rumors,9.499988163701968e-12
367,ghetto personnel,9.499988163701968e-12
368,literary recitals,9.499988163701968e-12
369,covert activities,9.499988163701968e-12
370,performing arts,9.499988163701968e-12
371,Christian sites,9.499988163701968e-12
372,transfer escapes,9.499988163701968e-12
373,media coverage,9.499988163701968e-12
374,forced march environmental conditions,9.499988163701968e-12
375,judicial proceedings,9.499988163701968e-12
376,economics,9.499988163701968e-12
377,deportation to cities,9.499988163701968e-12
378,population categories,9.499988163701968e-12
379,camp uniforms,9.499988163701968e-12
380,camp epidemics,9.499988163701968e-12
381,rescue,9.499988163701968e-12
382,sanitary conditions,9.499988163701968e-12
383,1930s photographs (stills),9.499988163701965e-12
384,prisoner tattoos,9.499988163701965e-12
385,female camp guards,9.499988163701965e-12
386,1980s photographs (stills),9.499988163701965e-12
387,military fortification forced labor,9.499988163701965e-12
388,secretarial forced labor,9.499988163701965e-12
389,selections,9.499988163701965e-12
390,hiding valuables,9.499988163701965e-12
391,1990s photographs (stills),9.499988163701965e-12
392,1980s documents and artifacts (stills),9.499988163701965e-12
393,Soviet prisoners,9.499988163701965e-12
394,body searches,9.499988163701965e-12
395,vocational training,9.499988163701965e-12
396,Jewish prayers,9.499988163701965e-12
397,Jewish religious texts,9.499988163701965e-12
398,smuggling,9.499988163701965e-12
399,Jewish ritual leaders and functionaries,9.499988163701965e-12
400,camp cultural activities,9.499988163701965e-12
401,factory forced labor,9.499988163701965e-12
402,camp hunger,9.499988163701965e-12
403,refugees,9.499988163701965e-12
404,agricultural forced labor,9.499988163701965e-12
405,forced march experiences,9.499988163701965e-12
406,Ukrainian prisoners,9.499988163701965e-12
407,executions,9.499988163701965e-12
408,barter,9.499988163701965e-12
409,revenge acts,9.499988163701965e-12
410,culture,9.499988163701965e-12
411,bribery,9.499988163701965e-12
412,transfer from prisons,9.499988163701965e-12
413,captives,9.499988163701965e-12
414,famous Jewish ghetto police,9.499988163701965e-12
415,camp religious observances,9.499988163701965e-12
416,forced march adaptation methods,9.499988163701965e-12
417,original works,9.499988163701965e-12
418,prisoner tattoo removal,9.499988163701965e-12
419,Sabbatarians,9.499988163701965e-12
420,punishments,9.499988163701965e-12
421,places (stills) ,9.499988163701965e-12
422,Fascist organization members,9.499988163701965e-12
423,killing techniques,9.499988163701965e-12
424,religious identity,9.499988163701965e-12
425,camp brothels,9.499988163701965e-12
426,famous Czech politicians and diplomats,9.499988163701965e-12
427,famous Polish politicians and diplomats,9.499988163701965e-12
428,military units,9.499988163701965e-12
429,aid giving,9.499988163701965e-12
430,Allied military operations,9.499988163701965e-12
431,food additives,9.499988163701965e-12
432,discussions,9.499988163701965e-12
433,ghetto religious observances,9.499988163701965e-12
434,camp religious objects,9.499988163701965e-12
435,ghetto facilities,9.499988163701965e-12
436,prison executions,9.499988163701965e-12
437,first impressions,9.499988163701965e-12
438,post-World War II photographs (stills),9.499988163701965e-12
439,Roma prisoner functionaries,9.499988163701965e-12
440,employment assistance,9.499988163701965e-12
441,collaborator treatment,9.499988163701965e-12
442,covert communications,9.499988163701965e-12
443,World War II family photographs (stills),9.499988163701965e-12
444,prison adaptation methods,9.499988163701965e-12
445,political prisoner kapos,9.499988163701965e-12
446,Roma kapos,9.499988163701965e-12
447,Sonderkommando prisoners,9.499988163701965e-12
448,interrogations,9.499988163701965e-12
449,relationships,9.499988163701965e-12
450,reunions (stills) ,9.499988163701965e-12
451,ghetto covert activities,9.499988163701965e-12
452,Nazi Jewish holiday exploitation,9.499988163701965e-12
453,resistance activities,9.499988163701965e-12
454,cigarette importance,9.499988163701965e-12
455,religions,9.499988163701965e-12
456,ghetto executions,9.499988163701963e-12
457,French prisoners,9.499988163701963e-12
458,air raid cleanup forced labor,9.499988163701963e-12
459,civilian laborers,9.499988163701963e-12
460,cultural activities,9.499988163701963e-12
461,identity concealment,9.499988163701963e-12
462,Polish civilian laborers,9.499988163701963e-12
463,1990s documents and artifacts (stills),9.499988163701963e-12
464,flight,9.499988163701963e-12
465,Austrian kapos,9.499988163701963e-12
466,military buildings and installations,9.499988163701963e-12
467,army chaplains,9.499988163701963e-12
468,loved ones' togetherness decisions,9.499988163701963e-12
469,social relations,9.499988163701963e-12
470,attitudes toward Allied and/or neutral nations,9.499988163701963e-12
471,Jewish life,9.499988163701963e-12
472,burnings,9.499988163701963e-12
473,shoes,9.499988163701963e-12
474,gay male sexual activities,9.499988163701963e-12
475,transfer social relations,9.499988163701963e-12
476,military,9.499988163701963e-12
477,deportation family interactions,9.499988163701963e-12
478,female camp personnel,9.499988163701963e-12
479,Zionist organizations,9.499988163701963e-12
480,famous Israeli politicians and diplomats,9.499988163701963e-12
481,helplessness,9.499988163701963e-12
482,denial,9.499988163701963e-12
483,forced labor activities,9.499988163701963e-12
484,transfer routes,9.499988163701963e-12
485,deportation from regions,9.499988163701963e-12
486,emotions,9.499988163701963e-12
487,refugee nationals,9.499988163701963e-12
488,trains,9.499988163701963e-12
489,famous prisoner medical personnel,9.499988163701963e-12
490,thirst,9.499988163701963e-12
491,camp clothing,9.499988163701963e-12
492,military service,9.499988163701963e-12
493,sabotage,9.499988163701963e-12
494,camp suicide attempts,9.499988163701963e-12
495,siblings,9.499988163701963e-12
496,family photographs (stills) ,9.499988163701963e-12
497,German armed forces,9.499988163701963e-12
498,prisoner of war camps (generic),9.499988163701963e-12
499,transfer sanitary conditions,9.499988163701963e-12
500,personal preparations,9.499988163701963e-12
501,aid giving activities,9.499988163701963e-12
502,1930s documents and artifacts (stills),9.499988163701963e-12
503,fear,9.499988163701963e-12
504,Jewish sites,9.499988163701963e-12
505,Jewish cultures,9.499988163701963e-12
506,ghetto prayers,9.499988163701963e-12
507,Christian religious holidays,9.499988163701963e-12
508,releases,9.499988163701963e-12
509,Panstwowe Muzeum Auschwitz-Birkenau,9.499988163701963e-12
510,Austrian prisoners,9.499988163701962e-12
511,Jewish soldiers,9.499988163701962e-12
512,Ukrainian camp guards,9.499988163701962e-12
513,deportation to countries,9.499988163701962e-12
514,mass execution survival,9.499988163701962e-12
515,communist regime everyday life,9.499988163701962e-12
516,loved ones' introductions,9.499988163701962e-12
517,homosexual kapos,9.499988163701962e-12
518,Jewish kapos,9.499988163701962e-12
519,Nuremberg Trials (Germany)(generic),9.499988163701962e-12
520,post-conflict encounters,9.499988163701962e-12
521,post-conflict medical problems,9.499988163701962e-12
522,discrimination responses,9.499988163701962e-12
523,religious conversions,9.499988163701962e-12
524,famous ghetto personnel,9.499988163701962e-12
525,protection,9.499988163701962e-12
526,identity,9.499988163701962e-12
527,events (stills) ,9.499988163701962e-12
528,famous Austrian politicians and diplomats,9.499988163701962e-12
529,famous forced labor factory managers,9.499988163701962e-12
530,reflections,9.499988163701962e-12
531,social groups,9.499988163701962e-12
532,guilt,9.499988163701962e-12
533,smell,9.499988163701962e-12
534,physical sensations,9.499988163701962e-12
535,Jews,9.499988163701962e-12
536,post-conflict trials,9.499988163701962e-12
537,2010s documents and artifacts (stills) ,9.499988163701962e-12
538,contact,9.499988163701962e-12
539,moving image footage,9.499988163701962e-12
540,burial sites (stills) ,9.499988163701962e-12
541,study,9.499988163701962e-12
542,Italian prisoners,9.499988163701962e-12
543,United Nations,9.499988163701962e-12
544,mass graves,9.499988163701962e-12
545,British armed forces,9.499988163701962e-12
546,bystander responses,9.499988163701962e-12
547,famous Hungarian fascists,9.499988163701962e-12
548,educators,9.499988163701962e-12
549,miscellaneous famous people,9.499988163701962e-12
550,movement,9.499988163701962e-12
551,attitudes,9.499988163701962e-12
552,awareness,9.499988163701962e-12
553,discrimination,9.499988163701962e-12
554,physical health,9.499988163701962e-12
555,mistreatment and death,9.499988163701962e-12
556,German civilian laborers,9.499988163701962e-12
557,motivations,9.499988163701962e-12
558,interviewee photographs (stills),9.499988163701962e-12
559,migration attempts,9.499988163701962e-12
560,waterway maintenance forced labor,9.499988163701962e-12
561,Holocaust-related psychological reactions,9.499988163701962e-12
562,bereavement-related psychological reactions,9.499988163701962e-12
563,camp populations,9.499988163701962e-12
564,camp construction forced labor,9.499988163701962e-12
565,German forced labor civilian supervisors,9.499988163701962e-12
566,Holocaust education,9.499988163701962e-12
567,transfer preparations,9.499988163701962e-12
568,prison food,9.499988163701962e-12
569,prison brutal treatment,9.499988163701962e-12
570,forced march deaths,9.499988163701962e-12
571,flight to countries,9.499988163701962e-12
572,post-liberation deaths,9.499988163701962e-12
573,resistance,9.499988163701962e-12
574,migration from countries,9.499988163701962e-12
575,concentration camps (stills),9.499988163701958e-12
576,"famous film, theater, television, and radio personnel",9.499988163701958e-12
577,camp corpses,9.499988163701958e-12
578,mining forced labor,9.499988163701958e-12
579,famous Judenräte members,9.499988163701958e-12
580,deceptions,9.499988163701958e-12
581,camp site destruction forced labor,9.499988163701958e-12
582,metaphysical experiences,9.499988163701958e-12
583,post-conflict adaptation,9.499988163701958e-12
584,survivor guilt,9.499988163701958e-12
585,psychological distress prevention,9.499988163701958e-12
586,transfer deaths,9.499988163701958e-12
587,military uniforms,9.499988163701958e-12
588,road construction forced labor,9.499988163701958e-12
589,forestry forced labor,9.499988163701958e-12
590,pre-World War II family photographs (stills),9.499988163701958e-12
591,escapes,9.499988163701958e-12
592,"Grese, Irma",9.499988163701958e-12
593,clothing,9.499988163701958e-12
594,health deceptions,9.499988163701958e-12
595,male kapos,9.499988163701958e-12
596,transfer adaptation methods,9.499988163701958e-12
597,Czech prisoner functionaries,9.499988163701958e-12
598,attitudes toward perpetrators,9.499988163701958e-12
599,famous aid givers,9.499988163701958e-12
600,funerals,9.499988163701958e-12
601,Jewish resistance groups,9.499988163701958e-12
602,transfer experiences,9.499988163701958e-12
603,interviewee memory,9.499988163701958e-12
604,shelter provision,9.499988163701958e-12
605,Zionist youth organizations,9.499988163701958e-12
606,post-conflict,9.499988163701958e-12
607,famous Gestapo personnel,9.499988163701958e-12
608,famous United States politicians and diplomats,9.499988163701958e-12
609,famous French politicians and diplomats,9.499988163701958e-12
610,looting,9.499988163701958e-12
611,war veterans,9.499988163701958e-12
612,camp humiliation,9.499988163701958e-12
613,deportation to ghettos,9.499988163701958e-12
614,quarantine,9.499988163701958e-12
615,prison guards,9.499988163701958e-12
616,camp smuggling,9.499988163701958e-12
617,camp Jewish prayers,9.499988163701958e-12
618,famous Holocaust survivors,9.499988163701958e-12
619,post-conflict reunions,9.499988163701958e-12
620,political activities,9.499988163701958e-12
621,covert movement,9.499988163701958e-12
622,Nazi organizations,9.499988163701958e-12
623,movement (stills) ,9.499988163701958e-12
624,Jewish schools,9.499988163701958e-12
625,civil defense,9.499988163701958e-12
626,transfer physical condition,9.499988163701958e-12
627,violent attacks,9.499988163701958e-12
628,military personnel,9.499988163701957e-12
629,typhoid fever,9.499988163701957e-12
630,camp betrayals,9.499988163701957e-12
631,family life,9.499988163701957e-12
632,food,9.499988163701957e-12
633,corpse cremations,9.499988163701957e-12
634,religious sites (stills) ,9.499988163701957e-12
635,religious objects (stills) ,9.499988163701957e-12
636,early personal aspirations,9.499988163701957e-12
637,sexual activities,9.499988163701957e-12
638,attitudes toward Germany and/or Germans,9.499988163701957e-12
639,gassings,9.499988163701957e-12
640,commemoration,9.499988163701957e-12
641,corpse disposal,9.499988163701957e-12
642,deportation food,9.499988163701957e-12
643,forced march guards,9.499988163701957e-12
644,flight attempts,9.499988163701957e-12
645,psychological reactions,9.499988163701957e-12
646,prisons,9.499988163701957e-12
647,Judaism,9.499988163701957e-12
648,wartime family interactions,9.499988163701957e-12
649,Holocaust faith issues,9.499988163701957e-12
650,forced labor civilian supervisors,9.499988163701957e-12
651,camp escapes,9.499988163701957e-12
652,ghetto inhabitant physical condition,9.499988163701957e-12
653,camp showers,9.499988163701957e-12
654,camp maintenance forced labor,9.499988163701957e-12
655,attitudes toward prisoner functionaries,9.499988163701957e-12
656,Czech resistance groups,9.499988163701957e-12
657,Jewish prisoner functionaries,9.499988163701957e-12
658,camp children,9.499988163701957e-12
659,grandparents,9.499988163701957e-12
660,camp prisoner marking,9.499988163701957e-12
661,forced march stealing,9.499988163701957e-12
662,suicide discussions,9.499988163701957e-12
663,camp Jewish religious objects,9.499988163701957e-12
664,transfer guards,9.499988163701957e-12
665,Jewish religious objects,9.499988163701957e-12
666,Jewish persecution bystander responses,9.499988163701957e-12
667,camp bribery,9.499988163701955e-12
668,prisoner medical personnel,9.499988163701955e-12
669,prayers,9.499988163701955e-12
670,RELATIONSHIPS,9.499988163701955e-12
671,deportation from ghettos,9.499988163701955e-12
672,Belgian prisoners,9.499988163701955e-12
673,soldiers,9.499988163701955e-12
674,Polish resistance groups,9.499988163701955e-12
675,evasion,9.499988163701955e-12
676,forced march brutal treatment,9.499988163701955e-12
677,famous collaborators,9.499988163701955e-12
678,warnings,9.499988163701955e-12
679,food sharing,9.499988163701955e-12
680,trial participants,9.499988163701955e-12
681,attitudes toward Poland and/or Poles,9.499988163701955e-12
682,military occupation conditions,9.499988163701955e-12
683,camp prisoner physical conditions,9.499988163701955e-12
684,forced march escapes,9.499988163701955e-12
