,topic_name,stationary_prob
155,begging,1.13999857267386e-11
156,forced labor battalion experiences,1.13999857267386e-11
157,migration attempts,1.13999857267386e-11
158,testimony-sharing motivations,1.13999857267386e-11
159,non-violent resistance,1.13999857267386e-11
160,aid recipients,1.13999857267386e-11
161,migration from countries,1.13999857267386e-11
162,refugees,1.13999857267386e-11
163,ghetto deaths,1.13999857267386e-11
164,escape assistance,1.1399985726738596e-11
165,migration to countries,1.1399985726738596e-11
166,migration from Poland,1.1399985726738596e-11
167,Zionism,1.1399985726738596e-11
168,transfer environmental conditions,1.1399985726738596e-11
169,armed forces,1.1399985726738596e-11
170,British prisoners of war,1.1399985726738596e-11
171,suicides,1.1399985726738596e-11
172,anti-Jewish measures,1.1399985726738596e-11
173,U.S. prisoners of war,1.1399985726738596e-11
174,prison inmate physical condition,1.1399985726738596e-11
175,politico-military event awareness,1.1399985726738596e-11
176,post-World War II photographs (stills),1.1399985726738596e-11
177,Lagerälteste,1.1399985726738596e-11
178,Holocaust education,1.1399985726738596e-11
179,displaced persons camps (generic),1.1399985726738596e-11
180,Greek prisoners,1.1399985726738596e-11
181,political prisoners,1.1399985726738593e-11
182,Jewish religious beliefs,1.1399985726738593e-11
183,forced march stealing,1.1399985726738593e-11
184,transfer preparations,1.1399985726738593e-11
185,discrimination,1.1399985726738593e-11
186,Jewish holiday awareness,1.1399985726738593e-11
187,black market activities,1.1399985726738593e-11
188,means of transport,1.1399985726738593e-11
189,population categories,1.1399985726738593e-11
190,civil defense,1.1399985726738593e-11
191,fine arts (stills),1.1399985726738593e-11
192,camp personnel,1.1399985726738593e-11
193,post-conflict medical problems,1.1399985726738593e-11
194,Yiddish (language),1.1399985726738593e-11
195,commemoration,1.1399985726738593e-11
196,forced march escapes,1.1399985726738593e-11
197,German prisoner functionaries,1.1399985726738593e-11
198,documents and artifacts (stills),1.1399985726738593e-11
199,Shabbat,1.1399985726738593e-11
200,post-conflict return journeys,1.1399985726738593e-11
201,Austrian kapos,1.1399985726738593e-11
202,post-liberation deaths,1.1399985726738593e-11
203,camp site destruction forced labor,1.1399985726738593e-11
204,liberation-related aid giving,1.1399985726738593e-11
205,covert activities,1.1399985726738593e-11
206,ghetto covert activities,1.1399985726738593e-11
207,World War II-era photographs (stills),1.1399985726738593e-11
208,Roma life,1.1399985726738593e-11
209,refugee camp experiences,1.1399985726738593e-11
210,Siemens (firm),1.1399985726738593e-11
211,ghetto corpses,1.1399985726738593e-11
212,camp cultural activities,1.1399985726738593e-11
213,prison sanitary conditions,1.1399985726738593e-11
214,corpses,1.1399985726738593e-11
215,food,1.1399985726738593e-11
216,schools,1.1399985726738593e-11
217,escape preparations,1.1399985726738593e-11
218,male prisoners,1.1399985726738593e-11
219,Roma kapos,1.1399985726738593e-11
220,secretarial forced labor,1.1399985726738593e-11
221,camp suicide attempts,1.1399985726738593e-11
222,aid organizations,1.1399985726738593e-11
223,government officials,1.1399985726738593e-11
224,camp Jewish religious objects,1.1399985726738593e-11
225,camp environmental conditions,1.1399985726738593e-11
226,factory forced labor,1.1399985726738593e-11
227,danger misconceptions,1.1399985726738593e-11
228,child killings,1.1399985726738593e-11
229,photographs (stills),1.1399985726738593e-11
230,textiles and garment forced labor,1.1399985726738593e-11
231,camp visitors,1.1399985726738593e-11
232,injuries,1.1399985726738593e-11
233,camp liberation,1.139998572673859e-11
234,Jewish religious texts,1.139998572673859e-11
235,transfer guards,1.139998572673859e-11
236,post-liberation camp/ghetto transition,1.139998572673859e-11
237,transfer to ghettos,1.139998572673859e-11
238,deportation deaths,1.139998572673859e-11
239,World War II documents and artifacts (stills),1.139998572673859e-11
240,"Eichmann, Adolf",1.139998572673859e-11
241,languages,1.139998572673859e-11
242,camp hospitals,1.139998572673859e-11
243,prison covert activities,1.139998572673859e-11
244,kapos,1.139998572673859e-11
245,malaria,1.139998572673859e-11
246,clothing provision,1.139998572673859e-11
247,ghetto liquidations,1.139998572673859e-11
248,mistreatment and death,1.139998572673859e-11
249,ghetto suicides,1.139998572673859e-11
250,Soviet prisoners of war,1.139998572673859e-11
251,camp populations,1.139998572673859e-11
252,vocational training,1.139998572673859e-11
253,soldiers,1.139998572673859e-11
254,ghetto prayers,1.139998572673859e-11
255,forced march family interactions,1.139998572673859e-11
256,migration policies,1.139998572673859e-11
257,forced march deaths,1.139998572673859e-11
258,criminal prisoner functionaries,1.139998572673859e-11
259,national holidays and memorial days,1.139998572673859e-11
260,clothing (stills),1.139998572673859e-11
261,United States soldiers,1.139998572673859e-11
262,United States armed forces,1.139998572673859e-11
263,infanticide,1.139998572673859e-11
264,prisons,1.139998572673859e-11
265,Polish prisoner functionaries,1.139998572673859e-11
266,betrayals,1.1399985726738586e-11
267,"Grese, Irma",1.1399985726738586e-11
268,relationships,1.1399985726738586e-11
269,camp betrayals,1.1399985726738586e-11
270,forced marches,1.1399985726738586e-11
271,road construction forced labor,1.1399985726738586e-11
272,interviewee memory,1.1399985726738586e-11
273,child survivor organizations,1.1399985726738586e-11
274,famous camp personnel,1.1399985726738586e-11
275,youth organizations,1.1399985726738586e-11
276,"Perl, Gisella",1.1399985726738586e-11
277,Gestapo personnel,1.1399985726738586e-11
278,Jewish organizations,1.1399985726738586e-11
279,transfer conditions,1.1399985726738586e-11
280,humiliation,1.1399985726738586e-11
281,forced march conditions,1.1399985726738586e-11
282,adaptation methods,1.1399985726738586e-11
283,psychological distress prevention,1.1399985726738586e-11
284,camp corpses,1.1399985726738586e-11
285,flight from countries,1.1399985726738586e-11
286,forced march experiences,1.1399985726738586e-11
287,Jehovah's Witness religious observances,1.1399985726738586e-11
288,Fascist organization members,1.1399985726738586e-11
289,transfer to prisons,1.1399985726738586e-11
290,resistance groups,1.1399985726738586e-11
291,Polish civilian laborers,1.1399985726738586e-11
292,German forced labor civilian supervisors,1.1399985726738586e-11
293,famous Judenräte members,1.1399985726738586e-11
294,military service,1.1399985726738586e-11
295,communities,1.1399985726738586e-11
296,Christianity,1.1399985726738586e-11
297,internment camps (generic),1.1399985726738586e-11
298,post-conflict family home returns,1.1399985726738586e-11
299,transfer adaptation methods,1.1399985726738586e-11
300,preferential treatment,1.1399985726738586e-11
301,famous collaborators,1.1399985726738586e-11
302,camp brutal treatment,1.1399985726738586e-11
303,interviewee photographs (stills),1.1399985726738586e-11
304,employment assistance,1.1399985726738586e-11
305,survival,1.1399985726738586e-11
306,1980s photographs (stills),1.1399985726738586e-11
307,sanitary conditions,1.1399985726738586e-11
308,Jewish persecution awareness,1.1399985726738586e-11
309,creative works,1.1399985726738586e-11
310,1970s documents and artifacts (stills),1.1399985726738586e-11
311,Panstwowe Muzeum Auschwitz-Birkenau,1.1399985726738586e-11
312,deportation to cities,1.1399985726738586e-11
313,mass executions,1.1399985726738586e-11
314,deportation to prisons,1.1399985726738586e-11
315,survivor guilt,1.1399985726738586e-11
316,camp malnutrition,1.1399985726738586e-11
317,executions and killings,1.1399985726738586e-11
318,transfer sanitary conditions,1.1399985726738586e-11
319,ghetto guards,1.1399985726738586e-11
320,Hungarian kapos,1.1399985726738586e-11
321,activities (stills) ,1.1399985726738586e-11
322,body searches,1.1399985726738586e-11
323,future message,1.1399985726738586e-11
324,prison executions,1.1399985726738586e-11
325,prison food,1.1399985726738586e-11
326,refugee children transports,1.1399985726738586e-11
327,deportation to ghettos,1.1399985726738586e-11
328,forced march food acquisition,1.1399985726738586e-11
329,transfer deaths,1.1399985726738586e-11
330,camp doctors,1.1399985726738586e-11
331,camp corpse cremations,1.1399985726738586e-11
332,transfer food,1.1399985726738586e-11
333,suicide discussions,1.1399985726738586e-11
334,loved ones' deaths,1.1399985726738583e-11
335,famous Jewish religious leaders,1.1399985726738583e-11
336,personal preparations,1.1399985726738583e-11
337,deportation sanitary conditions,1.1399985726738583e-11
338,typhoid fever,1.1399985726738583e-11
339,famous Israeli politicians and diplomats,1.1399985726738583e-11
340,releases,1.1399985726738583e-11
341,camp infestations,1.1399985726738583e-11
342,places (stills) ,1.1399985726738583e-11
343,forced march physical condition,1.1399985726738583e-11
344,famous Islamic religious leaders,1.1399985726738583e-11
345,post-conflict,1.1399985726738583e-11
346,siblings,1.1399985726738583e-11
347,people (stills) ,1.1399985726738583e-11
348,camp guards,1.1399985726738583e-11
349,prison living conditions,1.1399985726738583e-11
350,prison adaptation methods,1.1399985726738583e-11
351,punishments,1.1399985726738583e-11
352,religion and philosophy,1.1399985726738583e-11
353,Holocaust testimony sharing willingness,1.1399985726738583e-11
354,camp executions,1.1399985726738583e-11
355,RELATIONSHIPS,1.1399985726738583e-11
356,Yom Kippur,1.1399985726738583e-11
357,Jewish prisoner functionaries,1.1399985726738583e-11
358,identity concealment (aid giving),1.1399985726738583e-11
359,famous Hungarian fascists,1.1399985726738583e-11
360,Belgian prisoners,1.1399985726738583e-11
361,occupation deceptions,1.1399985726738583e-11
362,personal services forced labor,1.1399985726738583e-11
363,Soviet resistance groups,1.1399985726738583e-11
364,transfer social relations,1.1399985726738583e-11
365,German (language),1.1399985726738583e-11
366,human soap rumors,1.1399985726738583e-11
367,working life,1.1399985726738583e-11
368,Czech resistance groups,1.1399985726738583e-11
369,child deaths,1.1399985726738583e-11
370,Sabbatarians,1.1399985726738583e-11
371,famous SS (Schutzstaffel) personnel,1.1399985726738583e-11
372,brothers,1.1399985726738583e-11
373,prayers,1.139998572673858e-11
374,prisoner hair cutting forced labor,1.139998572673858e-11
375,transfer experiences,1.139998572673858e-11
376,smell,1.139998572673858e-11
377,hiding valuables,1.139998572673858e-11
378,family occupations,1.139998572673858e-11
379,Jewish religious observances,1.139998572673858e-11
380,food and eating,1.139998572673858e-11
381,transfer from ghettos,1.139998572673858e-11
382,Christian clergy and monastics,1.139998572673858e-11
383,Jewish religious observances (stills),1.139998572673858e-11
384,camp and prison artifacts (stills),1.139998572673858e-11
385,intergenerational genocide impact,1.139998572673858e-11
386,dwarf prisoners,1.139998572673858e-11
387,identity,1.139998572673858e-11
388,Czechoslovak kapos,1.139998572673858e-11
389,language skills,1.139998572673858e-11
390,famous Holocaust survivors,1.139998572673858e-11
391,famous ghetto personnel,1.139998572673858e-11
392,camp prayers,1.139998572673858e-11
393,war veterans,1.139998572673858e-11
394,German camp personnel,1.139998572673858e-11
395,religions,1.139998572673858e-11
396,religious conversions,1.139998572673858e-11
397,childbearing,1.139998572673858e-11
398,deportation to countries,1.139998572673858e-11
399,family photographs (stills) ,1.139998572673858e-11
400,ghetto religious observances,1.139998572673858e-11
401,Jewish prayers,1.139998572673858e-11
402,Czech prisoners,1.139998572673858e-11
403,camp religious observances,1.139998572673858e-11
404,currency (stills) ,1.139998572673858e-11
405,camp religious objects,1.139998572673858e-11
406,camp sexual activities,1.139998572673858e-11
407,famous German Nazi politicians and diplomats,1.139998572673858e-11
408,attitudes toward prisoner functionaries,1.139998572673858e-11
409,forced labor activities,1.139998572673858e-11
410,resistance activities,1.139998572673858e-11
411,mining forced labor,1.139998572673858e-11
412,railroad forced labor,1.139998572673858e-11
413,original works,1.139998572673858e-11
414,air raid cleanup forced labor,1.139998572673858e-11
415,guilt,1.139998572673858e-11
416,emotions,1.139998572673858e-11
417,refugee nationals,1.139998572673858e-11
418,captives,1.139998572673858e-11
419,war crimes trials,1.139998572673858e-11
420,non-Jewish kapos,1.139998572673858e-11
421,famous Jewish ghetto police,1.139998572673858e-11
422,judicial proceedings,1.139998572673858e-11
423,famous prisoner medical personnel,1.139998572673858e-11
424,deportation from countries,1.139998572673858e-11
425,Romanian prisoners,1.139998572673858e-11
426,Czech prisoner functionaries,1.139998572673858e-11
427,self-preservation acts,1.139998572673858e-11
428,dysentery,1.139998572673858e-11
429,attitudes toward Allied and/or neutral nations,1.139998572673858e-11
430,skilled forced labor,1.139998572673858e-11
431,Nazi organizations,1.139998572673858e-11
432,physical health,1.139998572673858e-11
433,famous aid givers,1.139998572673858e-11
434,study,1.139998572673858e-11
435,prison procedures,1.139998572673858e-11
436,transfer brutal treatment,1.139998572673858e-11
437,movement,1.139998572673858e-11
438,reunions (stills) ,1.139998572673858e-11
439,prison experiences,1.139998572673858e-11
440,educators,1.139998572673858e-11
441,religious objects (stills) ,1.139998572673858e-11
442,Jewish ritual leaders and functionaries,1.139998572673858e-11
443,religious sites (stills) ,1.139998572673858e-11
444,army chaplains,1.139998572673858e-11
445,forced labor personnel,1.139998572673858e-11
446,personal papers (stills) ,1.139998572673858e-11
447,refugee camps (generic) ,1.139998572673858e-11
448,military units,1.139998572673858e-11
449,Jewish dietary laws,1.139998572673858e-11
450,transfer-related aid giving,1.139998572673858e-11
451,Passover,1.139998572673858e-11
452,mass graves,1.139998572673858e-11
453,escapes,1.139998572673858e-11
454,Hasidic rebbes,1.139998572673858e-11
455,evasion,1.139998572673858e-11
456,Judaism,1.139998572673858e-11
457,Austrian prisoners,1.139998572673858e-11
458,violent attacks,1.139998572673858e-11
459,refugee experiences,1.139998572673858e-11
460,post-World War II documents and artifacts (stills),1.139998572673858e-11
461,antisemitism,1.139998572673858e-11
462,medical personnel,1.139998572673858e-11
463,tracing loved ones,1.139998572673858e-11
464,forced march guards,1.139998572673858e-11
465,refugee organizations,1.139998572673858e-11
466,Christian religious holidays,1.139998572673858e-11
467,ghetto facilities,1.1399985726738577e-11
468,ghettoization,1.1399985726738577e-11
469,discrimination responses,1.1399985726738577e-11
470,famous Hungarian politicians and diplomats,1.1399985726738577e-11
471,social relations,1.1399985726738577e-11
472,Polish prisoners,1.1399985726738577e-11
473,famous French politicians and diplomats,1.1399985726738577e-11
474,famous United States politicians and diplomats,1.1399985726738577e-11
475,camp Jewish religious observances,1.1399985726738577e-11
476,famous Polish politicians and diplomats,1.1399985726738577e-11
477,ghetto escapes,1.1399985726738577e-11
478,camp escapes,1.1399985726738577e-11
479,twins in the camps,1.1399985726738577e-11
480,famous forced labor factory managers,1.1399985726738577e-11
481,quarry forced labor,1.1399985726738577e-11
482,economics,1.1399985726738577e-11
483,famous Jewish resistance fighters,1.1399985726738577e-11
484,ghetto brutal treatment,1.1399985726738577e-11
485,decisions,1.1399985726738577e-11
486,sexual assaults,1.1399985726738577e-11
487,camp personal property seizure,1.1399985726738577e-11
488,ghetto diseases,1.1399985726738577e-11
489,police and security forces,1.1399985726738577e-11
490,events (stills) ,1.1399985726738577e-11
491,typhus,1.1399985726738577e-11
492,prison suicides,1.1399985726738577e-11
493,property seizure,1.1399985726738577e-11
494,military occupation conditions,1.1399985726738577e-11
495,camp covert economic activities,1.1399985726738577e-11
496,organizations (stills),1.1399985726738577e-11
497,post-conflict trials,1.1399985726738577e-11
498,dog attacks,1.1399985726738577e-11
499,interrogations,1.1399985726738577e-11
500,physical sensations,1.1399985726738577e-11
501,Jews,1.1399985726738577e-11
502,businesses,1.1399985726738577e-11
503,environmental conditions,1.1399985726738577e-11
504,Jewish kapos,1.1399985726738577e-11
505,trauma-related dreams,1.1399985726738577e-11
506,restitution,1.1399985726738577e-11
507,political activities,1.1399985726738577e-11
508,shoes,1.1399985726738577e-11
509,discriminatory measures,1.1399985726738577e-11
510,camp thirst,1.1399985726738577e-11
511,moving image footage,1.1399985726738577e-11
512,anti-Roma prejudice,1.1399985726738577e-11
513,deportation routes,1.1399985726738577e-11
514,contact,1.1399985726738577e-11
515,Christian sites,1.1399985726738577e-11
516,resistance fighters,1.1399985726738577e-11
517,1980s documents and artifacts (stills),1.1399985726738577e-11
518,famous Christian religious leaders,1.1399985726738577e-11
519,social groups,1.1399985726738577e-11
520,transfer procedures,1.1399985726738577e-11
521,post-conflict searches,1.1399985726738577e-11
522,fine arts,1.1399985726738577e-11
523,injuries (stills),1.1399985726738577e-11
524,camp suicides,1.1399985726738577e-11
525,reflections,1.1399985726738577e-11
526,denial,1.1399985726738577e-11
527,forestry forced labor,1.1399985726738577e-11
528,camp orchestras,1.1399985726738577e-11
529,political prisoner kapos,1.1399985726738577e-11
530,death marches,1.1399985726738577e-11
531,United Nations,1.1399985726738577e-11
532,fear,1.1399985726738577e-11
533,children,1.1399985726738577e-11
534,prisoner identification numbers,1.1399985726738577e-11
535,agricultural forced labor,1.1399985726738577e-11
536,World War II family photographs (stills),1.1399985726738575e-11
537,famous Polish resistance fighters,1.1399985726738575e-11
538,marriages,1.1399985726738575e-11
539,2010s documents and artifacts (stills) ,1.1399985726738575e-11
540,waterway maintenance forced labor,1.1399985726738575e-11
541,ghetto personnel,1.1399985726738575e-11
542,post-World War II reflections,1.1399985726738575e-11
543,covert movement,1.1399985726738575e-11
544,farms,1.1399985726738575e-11
545,protected groups,1.1399985726738575e-11
546,literary recitals,1.1399985726738575e-11
547,forced labor conditions,1.1399985726738575e-11
548,corpse disposal,1.1399985726738575e-11
549,family members,1.1399985726738575e-11
550,stealing,1.1399985726738575e-11
551,camp uniforms,1.1399985726738575e-11
552,escape decisions,1.1399985726738575e-11
553,family homes (stills),1.1399985726738575e-11
554,ghetto adaptation methods,1.1399985726738575e-11
555,deaths,1.1399985726738575e-11
556,time awareness,1.1399985726738575e-11
557,mass execution survival,1.1399985726738575e-11
558,protection,1.1399985726738575e-11
559,1930s photographs (stills),1.1399985726738575e-11
560,killing techniques,1.1399985726738575e-11
561,Zionist youth organizations,1.1399985726738575e-11
562,attitudes toward Poland and/or Poles,1.1399985726738575e-11
563,famous camp escapees,1.1399985726738575e-11
564,famous Austrian politicians and diplomats,1.1399985726738575e-11
565,hiding,1.1399985726738575e-11
566,camp hunger,1.1399985726738575e-11
567,post-conflict encounters,1.1399985726738575e-11
568,camp humiliation,1.1399985726738575e-11
569,metaphysical experiences,1.1399985726738575e-11
570,female prisoner functionaries,1.1399985726738575e-11
571,famous Gestapo personnel,1.1399985726738575e-11
572,Zionist organizations,1.1399985726738575e-11
573,transfer escapes,1.1399985726738575e-11
574,Allied military operations,1.1399985726738575e-11
575,prison guards,1.1399985726738575e-11
576,sisters,1.1399985726738575e-11
577,migration experiences,1.1399985726738573e-11
578,prisoners,1.1399985726738573e-11
579,loved ones' togetherness decisions,1.1399985726738573e-11
580,non-Jewish prisoners,1.1399985726738573e-11
581,platform forced labor,1.1399985726738573e-11
582,covert economic activities,1.1399985726738573e-11
583,motivations,1.1399985726738573e-11
584,transfer physical condition,1.1399985726738573e-11
585,deportation procedures,1.1399985726738573e-11
586,Stubenälteste,1.1399985726738573e-11
587,shoe importance,1.1399985726738573e-11
588,post-conflict relations,1.1399985726738573e-11
589,Holocaust- and tolerance education centers,1.1399985726738573e-11
590,quarantine,1.1399985726738573e-11
591,Allied armed forces,1.1399985726738573e-11
592,restricted housing,1.1399985726738573e-11
593,physical condition,1.1399985726738573e-11
594,Jewish youth organizations,1.1399985726738573e-11
595,rescue,1.1399985726738573e-11
596,German civilian laborers,1.1399985726738573e-11
597,famous child care-givers,1.1399985726738573e-11
598,miscellaneous famous people,1.1399985726738573e-11
599,Jewish sites,1.1399985726738573e-11
600,flight attempts,1.1399985726738573e-11
601,forced march adaptation methods,1.1399985726738573e-11
602,movement (stills) ,1.1399985726738573e-11
603,awareness,1.1399985726738573e-11
604,deceptions,1.1399985726738573e-11
605,camp Jewish prayers,1.1399985726738573e-11
606,famous Czech politicians and diplomats,1.1399985726738573e-11
607,Sonderkommando prisoners,1.1399985726738573e-11
608,pre-World War II family photographs (stills),1.1399985726738573e-11
609,ghetto food,1.1399985726738573e-11
610,hiding places,1.1399985726738573e-11
611,camp barter,1.1399985726738573e-11
612,trial procedures,1.1399985726738573e-11
613,memorials and museums,1.1399985726738573e-11
614,post-conflict recovery,1.1399985726738573e-11
615,diseases,1.1399985726738573e-11
616,discussions,1.139998572673857e-11
617,famous Nazi exposers,1.139998572673857e-11
618,German camp guards,1.139998572673857e-11
619,political police,1.139998572673857e-11
620,forced march shoes,1.139998572673857e-11
621,psychological reactions,1.139998572673857e-11
622,rumors,1.139998572673857e-11
623,military buildings and installations,1.139998572673857e-11
624,forced labor squads (stills),1.139998572673857e-11
625,prisoner doctors,1.139998572673857e-11
626,German armed forces,1.139998572673857e-11
627,arts-related forced labor,1.139998572673857e-11
628,scouting organizations,1.139998572673857e-11
629,malnutrition,1.139998572673857e-11
630,German prisoners,1.139998572673857e-11
631,camp escape attempts,1.139998572673857e-11
632,performing arts,1.139998572673857e-11
633,barter,1.139998572673857e-11
634,Jewish education,1.139998572673857e-11
635,post-conflict return visits,1.139998572673857e-11
636,funerals,1.139998572673857e-11
637,transfer family interactions,1.139998572673857e-11
638,Christian religious observances,1.139998572673857e-11
639,ghetto executions,1.139998572673857e-11
640,ghetto medical care,1.139998572673857e-11
641,corpse cremations,1.139998572673857e-11
642,famous war crimes trial participants,1.139998572673857e-11
643,political ideologies,1.139998572673857e-11
644,famous United States military personnel,1.139998572673857e-11
645,brutal treatment,1.139998572673857e-11
646,female camp guards,1.139998572673857e-11
647,forced labor companies,1.139998572673857e-11
648,famous Zionist leaders,1.1399985726738569e-11
649,post-conflict reunions,1.1399985726738569e-11
650,military personnel,1.1399985726738569e-11
651,famous fine artists,1.1399985726738569e-11
652,Jewish cultures,1.1399985726738569e-11
653,Jewish religious holidays,1.1399985726738569e-11
654,paramilitary organizations,1.1399985726738569e-11
655,aid giving activities,1.1399985726738569e-11
656,flight to countries,1.1399985726738569e-11
657,correspondence (stills),1.1399985726738569e-11
658,translation forced labor,1.1399985726738569e-11
659,thirst,1.1399985726738569e-11
660,1930s documents and artifacts (stills),1.1399985726738569e-11
661,1940s documents and artifacts (stills),1.1399985726738569e-11
662,prison escapes,1.1399985726738569e-11
